Name,Ticker,Sector,Volume
FACEPHI BIOMETR,ALPHI.PA,Technologies,4002
GECI INTL,ALGEC.PA,Technologies,24141
GROUPE LDLC,ALLDL.PA,Technologies,4266
GUILLEMOT CORP.,GUI.PA,Technologies,1909
HITECHPROS,ALHIT.PA,Technologies,10
ICAPE HOLDING,ALICA.PA,Technologies,1928
INFOTEL,INF.PA,Technologies,4140
INNELEC MULTIMEDIA,ALINN.PA,Technologies,633
IT LINK,ALITL.PA,Technologies,2915
ITESOFT,ITE.PA,Technologies,0
KALRAY,ALKAL.PA,Technologies,24705
KERLINK,ALKLK.PA,Technologies,15350
KEYRUS,ALKEY.PA,Technologies,4818
LARGO,ALLGO.PA,Technologies,2658
LECTRA,LSS.PA,Technologies,9996
LINEDATA SERVICES,LIN.PA,Technologies,124
LLEID SERV TELEM,ALLLN.PA,Technologies,1660
LOGIC INSTRUMENT,ALLOG.PA,Technologies,82546
MACOMPTA.FR,MLMCA.PA,Technologies,1686
MD SERVICES,MLMGL.PA,Technologies,258
MEDIAN TECHNOLOGIES,ALMDT.PA,Technologies,28178
MEMSCAP REGPT,MEMS.PA,Technologies,70391
METAVISIO (THOMSON COMP.),ALTHO.PA,Technologies,205258
MICROPOLE,ALMIC.PA,Technologies,18530
MUNIC,ALMUN.PA,Technologies,641
NAM.R,ALNMR.PA,Technologies,14913
NETGEM,ALNTG.PA,Technologies,4436
NEURONES,NRO.PA,Technologies,6215
NOKIA,NOKIA.PA,Technologies,63009
OBIZ,ALBIZ.PA,Technologies,1379
ONLINEFORMAPRO N,MLONL.PA,Technologies,0
ORDISSIMO,ALORD.PA,Technologies,4801
OVHCLOUD,OVH.PA,Technologies,53488
PARROT,PARRO.PA,Technologies,6690
PERRIER INDUSTRIE,PERR.PA,Technologies,184
PROACTIS,PROAC.PA,Technologies,550
PRODWARE,ALPRO.PA,Technologies,50
PROLOGUE,ALPRG.PA,Technologies,166141
QUADIENT,QDT.PA,Technologies,22150
REWORLD MEDIA,ALREW.PA,Technologies,138588
RIBER,ALRIB.PA,Technologies,33254
SIDETRADE,ALBFR.PA,Technologies,172
SOITEC,SOI.PA,Technologies,73544
SOLUTIONS 30,S30.PA,Technologies,480357
SOPRA STERIA,SOP.PA,Technologies,23456
SQLI,SQI.PA,Technologies,2
STMICROELECTRONICS,STMPA.PA,Technologies,1375387
STREAMWIDE,ALSTW.PA,Technologies,1159
SWORD GROUP,SWP.PA,Technologies,10871
TATATU,ALTTU.PA,Technologies,11
TRONICS MICROS.,ALTRO.PA,Technologies,116
UTI GROUP,FPG.PA,Technologies,111
VERIMATRIX,VMX.PA,Technologies,58955
VISIATIV,ALVIV.PA,Technologies,16977
VOGO,ALVGO.PA,Technologies,256
WALLIX GROUP,ALLIX.PA,Technologies,8569
WAVESTONE,WAVE.PA,Technologies,7232
WEDIA,ALWED.PA,Technologies,16
WITBE,ALWIT.PA,Technologies,1692
X-FAB SILICON,XFAB.PA,Technologies,152209
AVENIR TELECOM,AVT.PA,Télécommunications,103585
CRIT,CEN.PA,Télécommunications,207
EKINOPS,EKI.PA,Télécommunications,14942
EUTELSAT COMMUNIC.,ETL.PA,Télécommunications,493880
HF COMPANY,ALHF.PA,Télécommunications,2828
MAROC TELECOM,IAM.PA,Télécommunications,21
ORANGE,ORA.PA,Télécommunications,5058001
OSMOZIS,ALOSM.PA,Télécommunications,236
SES,SESG.PA,Télécommunications,355476
